what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1747103950178
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747103950499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1747103955493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747103955896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747103963890
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1747103965660
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747103966081
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1747103966088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1747103966403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747103966668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747104009365
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747104013028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747104015417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747104029044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747104036898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747104039635
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747104042947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747104043793
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1747104053708
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1747104058465
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747104068112
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1747104084131
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747104084335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1747104099738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747104103407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747104206398
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747104212041
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747104214450
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747104214510
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747104224542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1747104233179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747104234123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747104235225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1747104239798
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747104242043
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747104242372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747104245410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747104246600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747104247163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747104249332
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1747104258577
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747104261201
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747104264979
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747104267282
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747104267343
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747104272820
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747104274550
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1747104283548
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747104285503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747104286927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1747104287920
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747104829987
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747104831033
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747104833310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747104834883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747104835763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747104844097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747104845194
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1747104846795
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747104847031
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747105030272
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747105032740
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747105036411
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747105037774
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747105038319
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1747105042536
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747105043313
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105043875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1747105043899
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747105044318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105053287
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747105516257
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747105521968
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747105522031
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747105532870
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747105533077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105533940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105652117
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747105653809
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747105654016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105655499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105656482
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747105657809
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747105658036
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105661127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1747105661160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1747105662579
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747105662902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105665888
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747105665904
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747105666101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105667153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105668166
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747105668182
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747105668368
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747105668434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105669239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105671124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105672014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105677968
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747105679626
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747105679852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105680331
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1747105680360
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747105680564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105684510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105690525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105707738
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747105710548
opened,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1747105717551
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1747105717654
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747105721104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105730569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105731898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105734833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105736097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105736131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105919754
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1747105920202
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747105922198
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747105923759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105930698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105937898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747105938569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106569705
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106574814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106585946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106603727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106607000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1747106618690
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747106620899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106625818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106626614
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747106632275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106633457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106656966
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1747106660214
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747106660413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106667480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106669734
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1747106671292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1747106672989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106673707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106695243
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747106696837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747106697629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1747106699666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106700552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106701766
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.line",1747106701773
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747106702686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106704664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106707285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106707848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106711457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106717447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106725842
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1747106727508
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1747106727592
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1747106727649
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1747106728888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106730355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106748248
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747106749113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106753281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106754283
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1747106754726
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1747106754741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106754772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106759935
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1747106761754
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1747106762451
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1747106762475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747106777187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747107092138
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747107096352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747107097576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747107097611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747107099818
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1747107099976
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747107100189
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1747107100870
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1747107100870
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1747107100929
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1747107101745
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1747107101745
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1747107101745
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1747107101745
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1747107101745
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1747107101745
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1747107101768
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1747107101768
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1747107101768
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1747107262611
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1747107262612
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1747107262613
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1747107262613
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1747107262613
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1747107262614
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1747107262614
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1747107262615
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1747107262615
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1747107262615
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1747107262615
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1747107262616
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1747107262616
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1747107262617
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1747107262617
